serial_number,temperature,humidity,timestamp
SN-81,24.339069575600686,50.578563865463536,2024-06-28 08:16:52.412956
SN-82,23.43579960171482,57.53012404287816,2024-06-28 08:21:52.412956
SN-83,26.88649138049243,57.560199845137454,2024-06-28 08:26:52.412956
SN-84,24.51093779969869,53.642895188313666,2024-06-28 08:31:52.412956
SN-85,29.203254479637316,52.76824749261967,2024-06-28 08:36:52.412956
SN-86,26.388326714871923,55.359421737656156,2024-06-28 08:41:52.412956
SN-87,28.275772759428527,51.36442609907222,2024-06-28 08:46:52.412956
SN-88,24.466557378145403,52.78318898561747,2024-06-28 08:51:52.412956
SN-89,25.665849637492908,51.43159652512704,2024-06-28 08:56:52.412956
SN-90,24.358490966403085,56.53975774192632,2024-06-28 09:01:52.412956
SN-91,29.129013500206497,50.44854542207013,2024-06-28 09:06:52.412956
SN-92,25.16876153227798,57.075602643873694,2024-06-28 09:11:52.412956
SN-93,23.816694993128355,56.47705805260415,2024-06-28 09:16:52.412956
SN-94,27.04937866342513,56.31351040655857,2024-06-28 09:21:52.412956
SN-95,24.023395361662246,53.81210904438923,2024-06-28 09:26:52.412956
SN-96,28.20264251840383,55.46248049516345,2024-06-28 09:31:52.412956
SN-97,25.099832027220618,56.53678166206379,2024-06-28 09:36:52.412956
SN-98,23.093024362948096,57.79744021743519,2024-06-28 09:41:52.412956
SN-99,26.017590186755882,53.56153821923182,2024-06-28 09:46:52.412956
SN-100,27.024376833804528,56.15012521373917,2024-06-28 09:51:52.412956
SN-101,28.796939669546404,57.963361290684475,2024-06-28 09:56:52.412956
SN-102,25.523587730991906,51.99364707684526,2024-06-28 10:01:52.412956
SN-103,24.456305039173163,50.479496649664426,2024-06-28 10:06:52.412956
SN-104,27.344050985602152,53.67357189661961,2024-06-28 10:11:52.412956
SN-105,28.23104964076459,53.61981896978165,2024-06-28 10:16:52.412956
SN-106,29.761535435496047,56.051392030871604,2024-06-28 10:21:52.412956
SN-107,25.815008516625994,57.13396648861905,2024-06-28 10:26:52.412956
SN-108,24.951748564783728,58.21145730483294,2024-06-28 10:31:52.412956
SN-109,24.429860671587846,51.955097697768096,2024-06-28 10:36:52.412956
SN-110,27.471511139284008,52.36455288623305,2024-06-28 10:41:52.412956
SN-111,28.617408756226027,54.14131432966946,2024-06-28 10:46:52.412956
SN-112,26.715920312119113,52.54289023919728,2024-06-28 10:51:52.412956
SN-113,24.85641571340342,53.71090871019334,2024-06-28 10:56:52.412956
SN-114,27.06740533093694,55.28780651958608,2024-06-28 11:01:52.412956
SN-115,23.67167746482369,54.037361471258755,2024-06-28 11:06:52.412956
SN-116,25.724285578945075,50.759972673997126,2024-06-28 11:11:52.412956
SN-117,27.645487578862852,58.00090387000731,2024-06-28 11:16:52.412956
SN-118,25.725499705135586,55.182287912545206,2024-06-28 11:21:52.412956
SN-119,26.72224633100728,56.80571357926643,2024-06-28 11:26:52.412956
SN-120,26.43206329789927,55.721828496193126,2024-06-28 11:31:52.412956
SN-121,29.881973650698882,52.478641763917544,2024-06-28 11:36:52.412956
SN-122,27.773160090820273,54.78458772273934,2024-06-28 11:41:52.412956
SN-123,23.345638980435147,50.52173264281409,2024-06-28 11:46:52.412956
SN-124,23.8243578900178,53.09133138464546,2024-06-28 11:51:52.412956
SN-125,26.30282882715587,57.32976344383002,2024-06-28 11:56:52.412956
SN-126,29.44739574800564,51.887431307689525,2024-06-28 12:01:52.412956
SN-127,28.404960166384974,59.65942205542165,2024-06-28 12:06:52.412956
SN-128,24.967672041697856,56.963675144538286,2024-06-28 12:11:52.412956
SN-129,29.16018351994586,51.99180528033802,2024-06-28 12:16:52.412956
SN-130,26.338645683240085,52.58757178034805,2024-06-28 12:21:52.412956
SN-131,24.397129444036725,59.42510399242627,2024-06-28 12:26:52.412956
SN-132,24.755605385223987,54.93942816991641,2024-06-28 12:31:52.412956
SN-133,25.921486778999515,54.79705174840761,2024-06-28 12:36:52.412956
SN-134,28.246861347377134,50.1078175700654,2024-06-28 12:41:52.412956
SN-135,23.11000768733942,56.13075331515086,2024-06-28 12:46:52.412956
SN-136,27.58523931003856,53.865964261537236,2024-06-28 12:51:52.412956
SN-137,29.167565453963103,51.05605335168099,2024-06-28 12:56:52.412956
SN-138,27.564551301093356,54.51462893374337,2024-06-28 13:01:52.412956
SN-139,28.35173241007175,51.20808232775099,2024-06-28 13:06:52.412956
SN-140,26.058314714822682,53.00145024486872,2024-06-28 13:11:52.412956
SN-141,27.56153291451611,54.34655628420254,2024-06-28 13:16:52.412956
SN-142,24.726825871726568,51.62016727375316,2024-06-28 13:21:52.412956
SN-143,27.408038421573824,59.61514806630947,2024-06-28 13:26:52.412956
SN-144,28.191209676658257,58.19958829678422,2024-06-28 13:31:52.412956
SN-145,26.20466884461253,58.50056541703976,2024-06-28 13:36:52.412956
SN-146,25.038139254431787,54.45923759923026,2024-06-28 13:41:52.412956
SN-147,23.283747510774067,54.67696386929108,2024-06-28 13:46:52.412956
SN-148,29.446403728964427,53.73912382515918,2024-06-28 13:51:52.412956
SN-149,26.872236712297987,56.32403572803159,2024-06-28 13:56:52.412956
SN-150,24.805979096136483,53.0510286162015,2024-06-28 14:01:52.412956
SN-151,29.21577368406567,51.43090999983102,2024-06-28 14:06:52.412956
SN-152,24.303624635231316,56.13158262293326,2024-06-28 14:11:52.412956
SN-153,24.608111433433333,52.25942164075806,2024-06-28 14:16:52.412956
SN-154,27.912108264572677,50.71832198400676,2024-06-28 14:21:52.412956
SN-155,29.40481737121659,55.966528322310154,2024-06-28 14:26:52.412956
SN-156,24.187837691354094,53.73821191857723,2024-06-28 14:31:52.412956
SN-157,26.437131790572028,58.43550419153245,2024-06-28 14:36:52.412956
SN-158,24.343404100332386,54.330905196999616,2024-06-28 14:41:52.412956
SN-159,25.760707235160066,59.46309648359901,2024-06-28 14:46:52.412956
SN-160,24.703235740094954,59.63767971093328,2024-06-28 14:51:52.412956
SN-161,23.920716240332048,58.75554165406078,2024-06-28 14:56:52.412956
SN-162,26.290912127939716,56.73019144432907,2024-06-28 15:01:52.412956
SN-163,24.198021983291305,55.81847285689195,2024-06-28 15:06:52.412956
SN-164,29.44442918327307,55.963732880855005,2024-06-28 15:11:52.412956
SN-165,25.69589606343478,51.41422153834283,2024-06-28 15:16:52.412956
SN-166,25.284966981974623,59.1803246351893,2024-06-28 15:21:52.412956
SN-167,23.14957642964743,53.26288912576307,2024-06-28 15:26:52.412956
SN-168,23.382722476194676,54.71661945199156,2024-06-28 15:31:52.412956
SN-169,29.959214057432376,53.13385470785105,2024-06-28 15:36:52.412956
SN-170,26.11353818701965,57.333246693095575,2024-06-28 15:41:52.412956
SN-171,25.94155402308558,54.73235648336441,2024-06-28 15:46:52.412956
SN-172,25.780386600919492,52.25948328831654,2024-06-28 15:51:52.412956
SN-173,28.52311992913495,54.463440699540946,2024-06-28 15:56:52.412956
SN-174,23.462201885617855,52.766549388960996,2024-06-28 16:01:52.412956
SN-175,27.318138103999775,51.23789186149176,2024-06-28 16:06:52.412956
SN-176,27.471408529647707,52.50751225385723,2024-06-28 16:11:52.412956
SN-177,26.816223829646603,59.608557968753345,2024-06-28 16:16:52.412956
SN-178,24.11162932529793,52.172255822750834,2024-06-28 16:21:52.412956
SN-179,27.564837661271234,52.731747938147514,2024-06-28 16:26:52.412956
SN-180,27.402044882129033,56.866909931496934,2024-06-28 16:31:52.412956
SN-181,29.502678815847325,54.45182471502601,2024-06-28 16:36:52.412956
SN-182,26.045857560115813,57.180579642328226,2024-06-28 16:41:52.412956
SN-183,29.969296202331495,52.247676228529734,2024-06-28 16:46:52.412956
SN-184,27.37375865380285,51.11678444744288,2024-06-28 16:51:52.412956
SN-185,23.538244581730922,57.66796993037176,2024-06-28 16:56:52.412956
SN-186,25.310955028316215,58.583804712398155,2024-06-28 17:01:52.412956
SN-187,28.075737021323537,52.4851462837918,2024-06-28 17:06:52.412956
SN-188,24.936513654522972,58.165167455661134,2024-06-28 17:11:52.412956
SN-189,25.625094023200216,53.329671440308324,2024-06-28 17:16:52.412956
SN-190,29.05410942934459,50.91501999696216,2024-06-28 17:21:52.412956
SN-191,28.693557711368584,56.71824981769089,2024-06-28 17:26:52.412956
SN-192,23.837604986126376,54.23924179600901,2024-06-28 17:31:52.412956
SN-193,29.07658142345408,59.02557636090385,2024-06-28 17:36:52.412956
SN-194,24.287989250325175,58.56610297990976,2024-06-28 17:41:52.412956
SN-195,29.95654854415467,54.327766928899614,2024-06-28 17:46:52.412956
SN-196,24.385737491704695,55.46320715373445,2024-06-28 17:51:52.412956
SN-197,28.283101926986323,50.717107368175746,2024-06-28 17:56:52.412956
SN-198,27.498583797657112,54.903995739139795,2024-06-28 18:01:52.412956
SN-199,28.656538101982914,51.72029017552874,2024-06-28 18:06:52.412956
SN-200,23.84709085875662,53.25980568028406,2024-06-28 18:11:52.412956
SN-201,25.220377402166154,59.800468027365895,2024-06-28 18:16:52.412956
SN-202,26.685738433325515,55.728143063866796,2024-06-28 18:21:52.412956
SN-203,26.926419181630006,57.74473054901835,2024-06-28 18:26:52.412956
SN-204,28.87595896117451,50.05981711062928,2024-06-28 18:31:52.412956
SN-205,25.457216771025436,59.26836991034959,2024-06-28 18:36:52.412956
SN-206,28.525594920244753,55.60278854757625,2024-06-28 18:41:52.412956
SN-207,26.85612536169084,51.83031117815791,2024-06-28 18:46:52.412956
SN-208,26.542251842083605,51.01843477099673,2024-06-28 18:51:52.412956
SN-209,29.772181955562782,56.57085000884041,2024-06-28 18:56:52.412956
SN-210,28.47015581235994,53.932618890103,2024-06-28 19:01:52.412956
SN-211,24.525686778247348,53.02732780354341,2024-06-28 19:06:52.412956
SN-212,23.465110853538715,53.08088949984403,2024-06-28 19:11:52.412956
SN-213,23.631843873993326,51.3489869602409,2024-06-28 19:16:52.412956
SN-214,25.28648872896823,52.66230432440586,2024-06-28 19:21:52.412956
SN-215,28.551432303705905,53.4904409870493,2024-06-28 19:26:52.412956
SN-216,27.317276583475785,50.56992686924682,2024-06-28 19:31:52.412956
SN-217,25.851984161102713,52.584026627720775,2024-06-28 19:36:52.412956
SN-218,25.71785319305519,54.79958789213965,2024-06-28 19:41:52.412956
SN-219,28.100851229056556,57.832139799889866,2024-06-28 19:46:52.412956
SN-220,25.020056719466186,52.44499354906004,2024-06-28 19:51:52.412956
SN-221,28.417252191187266,50.15966983053918,2024-06-28 19:56:52.412956
SN-222,25.991803353096323,57.77206934576806,2024-06-28 20:01:52.412956
SN-223,28.903714211084825,59.292428400449666,2024-06-28 20:06:52.412956
SN-224,25.81999265636739,51.15449357766093,2024-06-28 20:11:52.412956
SN-225,24.734466586079165,52.101365364230276,2024-06-28 20:16:52.412956
SN-226,24.37391109502205,53.17587513280465,2024-06-28 20:21:52.412956
SN-227,24.333257269002306,51.15538905398981,2024-06-28 20:26:52.412956
SN-228,26.105489268534313,57.490866960497584,2024-06-28 20:31:52.412956
SN-229,23.34278030381876,52.696571593680225,2024-06-28 20:36:52.412956
SN-230,27.767698444113933,51.49256760741141,2024-06-28 20:41:52.412956
SN-231,26.70468268986923,57.30494094289554,2024-06-28 20:46:52.412956
SN-232,24.42255173726499,57.19730678022653,2024-06-28 20:51:52.412956
SN-233,28.667717883671784,50.52507628604236,2024-06-28 20:56:52.412956
SN-234,25.896734972367284,51.31976773193774,2024-06-28 21:01:52.412956
SN-235,29.80053341186498,58.494973294617495,2024-06-28 21:06:52.412956
SN-236,26.917120663546417,56.54939597966448,2024-06-28 21:11:52.412956
SN-237,23.73799680226032,59.23243155327328,2024-06-28 21:16:52.412956
SN-238,25.578062527598114,51.145642883596665,2024-06-28 21:21:52.412956
SN-239,27.003139967287172,50.971334165724905,2024-06-28 21:26:52.412956
SN-240,25.795824596952027,52.10803043435688,2024-06-28 21:31:52.412956
SN-241,29.309901960987393,54.96012946948912,2024-06-28 21:36:52.412956
SN-242,23.704963507568227,52.50281524287895,2024-06-28 21:41:52.412956
SN-243,27.28632096983233,59.20262629533182,2024-06-28 21:46:52.412956
SN-244,23.90052329511752,57.62291713578425,2024-06-28 21:51:52.412956
SN-245,28.71253050363275,54.0017768342869,2024-06-28 21:56:52.412956
SN-246,25.551539761299985,59.155037166731844,2024-06-28 22:01:52.412956
SN-247,24.70885937606188,51.08572484704994,2024-06-28 22:06:52.412956
SN-248,24.66760287469318,58.143214797822324,2024-06-28 22:11:52.412956
SN-249,26.125621557225926,53.7548065465804,2024-06-28 22:16:52.412956
SN-250,24.855425227543037,55.95494650459895,2024-06-28 22:21:52.412956
SN-251,28.957495017065064,55.89277199201094,2024-06-28 22:26:52.412956
SN-252,23.718264658759267,53.39638055000803,2024-06-28 22:31:52.412956
SN-253,24.41186802600992,50.62405716326844,2024-06-28 22:36:52.412956
SN-254,29.517632998033474,55.82861478317447,2024-06-28 22:41:52.412956
SN-255,26.052580227212438,50.36424502631778,2024-06-28 22:46:52.412956
SN-256,28.398689684364893,59.000817801312124,2024-06-28 22:51:52.412956
SN-257,23.47467076130443,59.917887213020705,2024-06-28 22:56:52.412956
SN-258,29.800571165512373,52.85763628828529,2024-06-28 23:01:52.412956
SN-259,29.363333322831828,51.94329581205061,2024-06-28 23:06:52.412956
SN-260,25.638969387147913,52.95253208980771,2024-06-28 23:11:52.412956
SN-261,24.99596249979873,51.81564435078198,2024-06-28 23:16:52.412956
SN-262,24.88654465404943,57.17713798072364,2024-06-28 23:21:52.412956
SN-263,23.19737154217774,58.449705953019404,2024-06-28 23:26:52.412956
SN-264,25.553407346465352,51.32389229507641,2024-06-28 23:31:52.412956
SN-265,27.513175032615244,58.54601726274413,2024-06-28 23:36:52.412956
SN-266,24.375250547876615,58.12916794565375,2024-06-28 23:41:52.412956
SN-267,25.346994403390774,50.3541764009424,2024-06-28 23:46:52.412956
SN-268,26.02463181740697,52.11211864207418,2024-06-28 23:51:52.412956
SN-269,25.558129512019644,51.95403713091995,2024-06-28 23:56:52.412956
SN-270,29.366472585507893,55.53702017579005,2024-06-29 00:01:52.412956
SN-271,27.377896484876004,53.648996435009245,2024-06-29 00:06:52.412956
SN-272,26.55303151385702,54.727301236557636,2024-06-29 00:11:52.412956
SN-273,24.5422409822219,52.856239885858734,2024-06-29 00:16:52.412956
SN-274,25.713965648947415,52.26725569654732,2024-06-29 00:21:52.412956
SN-275,23.29646850960126,55.95210630057537,2024-06-29 00:26:52.412956
SN-276,28.482948011904142,50.473455805765006,2024-06-29 00:31:52.412956
SN-277,23.79958515186961,51.18127930956115,2024-06-29 00:36:52.412956
SN-278,23.606121014022282,54.51763603733963,2024-06-29 00:41:52.412956
SN-279,23.52732722229819,50.213318964350705,2024-06-29 00:46:52.412956
SN-280,27.97647411545202,52.64440552312024,2024-06-29 00:51:52.412956
SN-281,26.361079075304396,55.97920025295616,2024-06-29 00:56:52.412956
SN-282,25.483325254222184,58.38551836124027,2024-06-29 01:01:52.412956
SN-283,26.445708181518185,53.306929246906314,2024-06-29 01:06:52.412956
SN-284,23.187455377865184,56.70912377927386,2024-06-29 01:11:52.412956
SN-285,29.22337370379276,51.2841089385106,2024-06-29 01:16:52.412956
SN-286,25.32819068016867,54.37174981796663,2024-06-29 01:21:52.412956
SN-287,29.907442610727223,57.89809031735838,2024-06-29 01:26:52.412956
SN-288,24.155018105476262,56.74814741564218,2024-06-29 01:31:52.412956
